frame.number,ip.src,ip.dst,tcp.srcport,udp.srcport,tcp.dstport,udp.dstport,ip.proto,Flow_ID
261,10.0.0.2,10.0.0.3,53850,,22,,6,2
262,10.0.0.2,10.0.0.1,8096,,47640,,6,1
263,10.0.0.3,10.0.0.2,22,,53850,,6,2
264,10.0.0.2,10.0.0.3,53850,,22,,6,2
265,10.0.0.2,10.0.0.1,8096,,47640,,6,1
266,10.0.0.1,10.0.0.2,47640,,8096,,6,1
267,10.0.0.3,10.0.0.2,22,,53850,,6,2
268,10.0.0.2,10.0.0.3,53850,,22,,6,2
269,10.0.0.2,10.0.0.1,8096,,47640,,6,1
270,10.0.0.1,10.0.0.2,47640,,8096,,6,1
271,10.0.0.1,10.0.0.2,47640,,8096,,6,1
272,10.0.0.2,10.0.0.1,8096,,47640,,6,1
273,10.0.0.1,10.0.0.2,47640,,8096,,6,1
274,10.0.0.2,10.0.0.1,8096,,47640,,6,1
275,10.0.0.2,10.0.0.3,53850,,22,,6,2
276,10.0.0.3,10.0.0.2,22,,53850,,6,2
277,10.0.0.1,10.0.0.2,47640,,8096,,6,1
278,10.0.0.1,10.0.0.2,47640,,8096,,6,1
279,10.0.0.2,10.0.0.1,8096,,47640,,6,1
280,10.0.0.1,10.0.0.2,47640,,8096,,6,1
281,10.0.0.2,10.0.0.3,53850,,22,,6,2
282,10.0.0.3,10.0.0.2,22,,53850,,6,2
283,10.0.0.1,10.0.0.2,47640,,8096,,6,1
284,10.0.0.2,10.0.0.1,8096,,47640,,6,1
285,10.0.0.1,10.0.0.2,47640,,8096,,6,1
286,10.0.0.2,10.0.0.3,53850,,22,,6,2
287,10.0.0.3,10.0.0.2,22,,53850,,6,2
288,10.0.0.1,10.0.0.2,47640,,8096,,6,1
289,10.0.0.2,10.0.0.1,8096,,47640,,6,1
290,10.0.0.1,10.0.0.2,47640,,8096,,6,1
291,10.0.0.2,10.0.0.3,53850,,22,,6,2
292,10.0.0.3,10.0.0.2,22,,53850,,6,2
293,10.0.0.3,10.0.0.2,22,,53850,,6,2
294,10.0.0.2,10.0.0.3,53850,,22,,6,2
295,10.0.0.2,10.0.0.1,8096,,47640,,6,1
296,10.0.0.1,10.0.0.2,47640,,8096,,6,1
297,10.0.0.1,10.0.0.2,47640,,8096,,6,1
298,10.0.0.3,10.0.0.2,22,,53850,,6,2
299,10.0.0.2,10.0.0.3,53850,,22,,6,2
300,10.0.0.2,10.0.0.1,8096,,47640,,6,1
301,10.0.0.1,10.0.0.2,47640,,8096,,6,1
302,10.0.0.2,10.0.0.1,8096,,47640,,6,1
303,10.0.0.1,10.0.0.2,47640,,8096,,6,1
304,10.0.0.2,10.0.0.1,8096,,47640,,6,1
305,10.0.0.2,10.0.0.1,8096,,47640,,6,1
306,10.0.0.2,10.0.0.3,53850,,22,,6,2
307,10.0.0.1,10.0.0.2,47640,,8096,,6,1
308,10.0.0.2,10.0.0.1,8096,,47640,,6,1
309,10.0.0.2,10.0.0.3,53850,,22,,6,2
310,10.0.0.3,10.0.0.2,22,,53850,,6,2
311,10.0.0.1,10.0.0.2,47640,,8096,,6,1
312,10.0.0.1,10.0.0.2,47640,,8096,,6,1
313,10.0.0.2,10.0.0.1,8096,,47640,,6,1
314,10.0.0.1,10.0.0.2,47640,,8096,,6,1
315,10.0.0.2,10.0.0.3,53850,,22,,6,2
